"","X.1","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","V22","prob","out.share","distance"
"1605",1605,1605,15,47,93,353,18,32,"栃木・小山","宇部","小山","厚狭","小山駅厚狭駅",0,1,438,27000,1,204,23.379224,1,0,13.582397,0,0,1142.7
"1606",1606,1606,15,47,93,353,18,32,"栃木・小山","宇部","羽田","山口宇部","羽田駅山口宇部駅",1,1,100,17300,2920,655,96.074262,0,2,3.610893,1,0,0.999
"1607",1607,1607,15,48,93,354,18,32,"栃木・小山","岩国","小山","新岩国","小山駅新岩国駅",0,0,388,25280,1,304,16.281488,1,0,6.484661,NA,NA,1016.2
"1608",1608,1608,15,48,93,354,18,32,"栃木・小山","岩国","羽田","山口宇部","羽田駅山口宇部駅",0,0,100,17300,2920,655,183.408778,0,2,90.945409,NA,NA,NA
"1609",1609,1609,15,49,93,355,18,32,"栃木・小山","徳山","小山","徳山","小山駅徳山駅",0,0,303,25920,1,474,17.087451,1,0,7.290624,NA,NA,1063.3
"1610",1610,1610,15,49,93,355,18,32,"栃木・小山","徳山","羽田","山口宇部","羽田駅山口宇部駅",0,0,100,17300,2920,655,148.115672,0,2,55.652303,NA,NA,NA
"1611",1611,1611,15,50,93,401,18,37,"栃木・小山","福岡","小山","博多","小山駅博多駅",0,5,342,28940,1,396,11.550486,1,0,1.753659,0,0,1255.5
"1612",1612,1612,15,50,93,401,18,37,"栃木・小山","福岡","羽田","福岡","羽田駅福岡駅",5,5,107.826086956522,16697.1014492754,25185,805,96.495067,0,2.33333333333333,4.031698,1,0,0.999
"1613",1613,1613,15,51,93,402,18,37,"栃木・小山","北九州","小山","小倉","小山駅小倉駅",7,7,325,27640,1,430,10.541300333,1,0,0.744473333,1,0,1188.3
"1614",1614,1614,15,51,93,402,18,37,"栃木・小山","北九州","羽田","福岡","羽田駅福岡駅",0,7,107.826086956522,16697.1014492754,25185,805,137.592745,0,2.33333333333333,45.129376,0,0,0.001
"1615",1615,1615,15,52,93,432,18,41,"栃木・小山","八代・芦北","小山","新八代","小山駅新八代駅",0,0,442,31320,1,196,12.293338667,1,0,2.496511667,NA,NA,1406.8
"1616",1616,1616,15,52,93,432,18,41,"栃木・小山","八代・芦北","羽田","熊本","羽田駅熊本駅",0,0,110,17325,5840,660,131.2447375,0,3,38.7813685,NA,NA,NA
"1617",1617,1617,15,53,93,461,18,44,"栃木・小山","鹿児島","小山","鹿児島中央","小山駅鹿児島中央駅",0,1,487,33040,1,106,11.711391167,1,0,1.914564167,0,0,1544.4
"1618",1618,1618,15,53,93,461,18,44,"栃木・小山","鹿児島","羽田","鹿児島","羽田駅鹿児島駅",1,1,110,18756.25,5840,630,117.66859417,0,3,25.20522517,1,0,0.999
"1619",1619,1619,15,54,93,462,18,44,"栃木・小山","川北薩・串木野","小山","川内","小山駅川内駅",0,0,475,32620,1,130,10.630801167,1,0,0.833974167,NA,NA,1498.3
"1620",1620,1620,15,54,93,462,18,44,"栃木・小山","川北薩・串木野","羽田","鹿児島","羽田駅鹿児島駅",0,0,110,18756.25,5840,630,127.67275917,0,3,35.20939017,NA,NA,NA
"1621",1621,1621,16,1,95,22,18,10,"那須","南部","那須塩原","八戸","那須塩原駅八戸駅",14,15,70,15120,1,940,11.901879,1,0,4.994543,0.933333333333333,0.0666666666666667,474.1
"1622",1622,1622,16,1,95,22,18,10,"那須","南部","羽田","三沢","羽田駅三沢駅",0,15,80,14750,1095,585,170.589915,0,1,22.523849,0,0.0666666666666667,0.001
"1623",1623,1623,16,2,95,31,18,11,"那須","盛岡","那須塩原","盛岡","那須塩原駅盛岡駅",4,10,70,12520,1,940,8.432029,1,0,1.524693,0.4,0.6,377.5
"1624",1624,1624,16,2,95,31,18,11,"那須","盛岡","羽田","花巻","羽田駅花巻駅",0,10,0,NA,NA,NA,179.283336,0,NA,31.21727,0,0.6,0.001
"1625",1625,1625,16,3,95,32,18,11,"那須","北上中部","那須塩原","新花巻","那須塩原駅新花巻駅",1,4,70,11880,1,940,12.113583,1,0,5.206247,0.25,0.75,342.2
"1626",1626,1626,16,3,95,32,18,11,"那須","北上中部","羽田","花巻","羽田駅花巻駅",0,4,0,NA,NA,NA,151.998458,0,NA,3.932392,0,0.75,0.001
"1627",1627,1627,16,4,95,33,18,11,"那須","両磐","那須塩原","一ノ関","那須塩原駅一ノ関駅",0,5,70,10160,1,940,8.291817,1,0,1.384481,0,1,287.3
"1628",1628,1628,16,4,95,33,18,11,"那須","両磐","羽田","花巻","羽田駅花巻駅",0,5,0,NA,NA,NA,202.039748,0,NA,53.973682,0,1,0.001
"1629",1629,1629,16,5,95,41,18,12,"那須","仙台","那須塩原","仙台","那須塩原駅仙台駅",11,161,70,6700,1,940,8.225796,1,0,1.31846,0.0683229813664596,0.93167701863354,194
"1630",1630,1630,16,5,95,41,18,12,"那須","仙台","羽田","仙台","羽田駅仙台駅",0,161,60,9050,1460,270,163.357047,0,2,15.290981,0,0.93167701863354,0.001
"1631",1631,1631,16,6,95,43,18,12,"那須","古川","那須塩原","くりこま高原","那須塩原駅くりこま高原駅",0,9,70,8860,1,940,11.971344,1,0,5.064008,0,1,258.4
"1632",1632,1632,16,6,95,43,18,12,"那須","古川","羽田","仙台","羽田駅仙台駅",0,9,60,9050,1460,270,214.143781,0,2,66.077715,0,1,0.001
"1633",1633,1633,16,7,95,51,18,13,"那須","秋田臨海","那須塩原","秋田","那須塩原駅秋田駅",0,2,165,16420,1,750,9.21887,1,0,2.311534,0,1,504.8
"1634",1634,1634,16,7,95,51,18,13,"那須","秋田臨海","羽田","秋田","羽田駅秋田駅",0,2,70,12300,2555,660,163.395587,0,2,15.329521,0,1,0.001
"1635",1635,1635,16,8,95,61,18,15,"那須","山形","那須塩原","山形","那須塩原駅山形駅",0,26,140,7340,1,800,8.225944,1,0,1.318608,0,1,202.1
"1636",1636,1636,16,8,95,61,18,15,"那須","山形","羽田","山形","羽田駅山形駅",0,26,60,9100,365,80,165.435348,0,1,17.369282,0,1,0.001
"1637",1637,1637,16,9,95,63,18,12,"那須","米沢","那須塩原","米沢","那須塩原駅米沢駅",1,27,106,5180,1,868,8.662339,1,0,1.755003,0.037037037037037,0.962962962962963,155.1
"1638",1638,1638,16,9,95,63,18,12,"那須","米沢","羽田","仙台","羽田駅仙台駅",0,27,60,9050,1460,270,223.358519,0,2,75.292453,0,0.962962962962963,0.001
"1639",1639,1639,16,10,95,64,18,12,"那須","新庄","那須塩原","新庄","那須塩原駅新庄駅",0,1,188,9500,1,704,7.347331,1,0,0.439995,0,1,263.6
"1640",1640,1640,16,10,95,64,18,12,"那須","新庄","羽田","仙台","羽田駅仙台駅",0,1,60,9050,1460,270,236.572294,0,2,88.506228,0,1,0.001
"1641",1641,1641,16,11,95,71,18,12,"那須","福島","那須塩原","福島","那須塩原駅福島駅",2,141,70,3880,1,940,8.888029833,1,0,1.980693833,0.0141843971631206,0.985815602836879,115
"1642",1642,1642,16,11,95,71,18,12,"那須","福島","羽田","仙台","羽田駅仙台駅",0,141,60,9050,1460,270,200.0461775,0,2,51.9801115,0,0.985815602836879,0.001
"1643",1643,1643,16,12,95,73,18,17,"那須","郡山","那須塩原","郡山","那須塩原駅郡山駅",8,761,27,2280,1,1026,9.895614,1,0,2.988278,0.0105124835742444,0.989487516425756,68.9
"1644",1644,1644,16,12,95,73,18,17,"那須","郡山","羽田","福島","羽田駅福島駅",0,761,0,NA,NA,NA,169.9343475,0,NA,21.8682815,0,0.989487516425756,0.001
"1645",1645,1645,16,13,95,76,18,17,"那須","白河","那須塩原","新白河","那須塩原駅新白河駅",0,0,15,1000,1,1050,9.459315667,1,0,2.551979667,NA,NA,27.6
"1646",1646,1646,16,13,95,76,18,17,"那須","白河","羽田","福島","羽田駅福島駅",0,0,0,NA,NA,NA,171.6200325,0,NA,23.5539665,NA,NA,NA
"1647",1647,1647,16,14,95,91,18,18,"那須","宇都宮","那須塩原","宇都宮","那須塩原駅宇都宮駅",0,0,14,1680,1,1052,9.056245667,1,0,2.148909667,NA,NA,48.3
"1648",1648,1648,16,14,95,91,18,18,"那須","宇都宮","羽田","羽田","羽田駅羽田駅",0,0,0,NA,NA,NA,245.05440833,0,NA,96.98834233,NA,NA,NA
"1649",1649,1649,16,15,95,93,18,18,"那須","栃木・小山","那須塩原","小山","那須塩原駅小山駅",0,0,28,2640,1,1024,16.348438259,1,0,9.441102259,NA,NA,77.2
"1650",1650,1650,16,15,95,93,18,18,"那須","栃木・小山","羽田","羽田","羽田駅羽田駅",0,0,0,NA,NA,NA,235.34872981,0,NA,87.28266381,NA,NA,NA
"1651",1651,1651,16,16,95,95,18,18,"那須","那須","那須塩原","那須塩原","那須塩原駅那須塩原駅",0,0,0,NA,1,1080,13.814672,1,0,6.907336,NA,NA,0
"1652",1652,1652,16,16,95,95,18,18,"那須","那須","羽田","羽田","羽田駅羽田駅",0,0,0,NA,NA,NA,296.132132,0,NA,148.066066,NA,NA,NA
"1653",1653,1653,16,17,95,101,18,18,"那須","前橋・高崎","那須塩原","高崎","那須塩原駅高崎駅",2,68,68,1940,1,944,15.783172,1,0,8.875836,0.0294117647058824,0.970588235294118,52.8
"1654",1654,1654,16,17,95,101,18,18,"那須","前橋・高崎","羽田","羽田","羽田駅羽田駅",0,68,0,NA,NA,NA,261.782373,0,NA,113.716307,0,0.970588235294118,0.001
"1655",1655,1655,16,18,95,104,18,18,"那須","沼田・利根","那須塩原","上毛高原","那須塩原駅上毛高原駅",0,2,93,400,1,894,15.438003,1,0,8.530667,0,1,6.2
"1656",1656,1656,16,18,95,104,18,18,"那須","沼田・利根","羽田","羽田","羽田駅羽田駅",0,2,0,NA,NA,NA,286.857737,0,NA,138.791671,0,1,0.001
"1657",1657,1657,16,19,95,111,18,18,"那須","浦和","那須塩原","大宮","那須塩原駅大宮駅",126,128,44,4540,1,992,12.309533,1,0,5.402197,0.984375,0.015625,127.5
"1658",1658,1658,16,19,95,111,18,18,"那須","浦和","羽田","羽田","羽田駅羽田駅",0,128,0,NA,NA,NA,184.946641,0,NA,36.880575,0,0.015625,0.001
"1659",1659,1659,16,20,95,113,18,18,"那須","児玉・大里","那須塩原","熊谷","那須塩原駅熊谷駅",6,57,58,3320,1,964,7.616698,1,0,0.709362,0.105263157894737,0.894736842105263,93.1
"1660",1660,1660,16,20,95,113,18,18,"那須","児玉・大里","羽田","羽田","羽田駅羽田駅",0,57,0,NA,NA,NA,223.486213,0,NA,75.420147,0,0.894736842105263,0.001
"1661",1661,1661,16,21,95,131,18,18,"那須","23区","那須塩原","東京","那須塩原駅東京駅",491,1191,70,5180,1,940,NA,1,0,NA,0.412258606213266,0.587741393786734,157.8
"1662",1662,1662,16,21,95,131,18,18,"那須","23区","羽田","羽田","羽田駅羽田駅",0,1191,0,NA,NA,NA,NA,0,NA,NA,0,0.587741393786734,0.001
"1663",1663,1663,16,22,95,141,18,18,"那須","横浜","那須塩原","新横浜","那須塩原駅新横浜駅",76,206,89,6700,1,902,12.7697515,1,0,5.8624155,0.368932038834951,0.631067961165048,186.6
"1664",1664,1664,16,22,95,141,18,18,"那須","横浜","羽田","羽田","羽田駅羽田駅",0,206,0,NA,NA,NA,168.249236,0,NA,20.18317,0,0.631067961165048,0.001
"1665",1665,1665,16,23,95,144,18,18,"那須","小田原","那須塩原","小田原","那須塩原駅小田原駅",2,5,110,8860,1,860,8.176914,1,0,1.269578,0.4,0.6,241.7
"1666",1666,1666,16,23,95,144,18,18,"那須","小田原","羽田","羽田","羽田駅羽田駅",0,5,0,NA,NA,NA,208.07773517,0,NA,60.01166917,0,0.6,0.001
"1667",1667,1667,16,24,95,151,18,20,"那須","新潟","那須塩原","新潟","那須塩原駅新潟駅",0,64,139,6040,1,802,9.013620667,1,0,2.106284667,0,1,176.1
"1668",1668,1668,16,24,95,151,18,20,"那須","新潟","羽田","新潟","羽田駅新潟駅",0,64,0,NA,NA,NA,160.18014517,0,NA,12.11407917,0,1,0.001
"1669",1669,1669,16,25,95,152,18,20,"那須","長岡","那須塩原","長岡","那須塩原駅長岡駅",2,9,116,3880,1,848,7.198279,1,0,0.290943,0.222222222222222,0.777777777777778,112.8
"1670",1670,1670,16,25,95,152,18,20,"那須","長岡","羽田","新潟","羽田駅新潟駅",0,9,0,NA,NA,NA,206.91462859,0,NA,58.84856259,0,0.777777777777778,0.001
"1671",1671,1671,16,26,95,154,18,20,"那須","三条・燕","那須塩原","燕三条","那須塩原駅燕三条駅",0,5,127,4540,1,826,8.661546,1,0,1.75421,0,1,136
"1672",1672,1672,16,26,95,154,18,20,"那須","三条・燕","羽田","新潟","羽田駅新潟駅",0,5,0,NA,NA,NA,185.953178,0,NA,37.887112,0,1,0.001
"1673",1673,1673,16,27,95,155,18,20,"那須","魚沼","那須塩原","浦佐","那須塩原駅浦佐駅",0,9,106,2640,1,868,22.341473,1,0,15.434137,0,1,71.1
"1674",1674,1674,16,27,95,155,18,20,"那須","魚沼","羽田","新潟","羽田駅新潟駅",0,9,0,NA,NA,NA,245.295071,0,NA,97.229005,0,1,0.001
"1675",1675,1675,16,28,95,201,18,18,"那須","長野","那須塩原","長野","那須塩原駅長野駅",0,3,130,2280,1,820,7.987364,1,0,1.080028,0,1,64.6
"1676",1676,1676,16,28,95,201,18,18,"那須","長野","羽田","羽田","羽田駅羽田駅",0,3,0,NA,NA,NA,336.297067,0,NA,188.231001,0,1,0.001
"1677",1677,1677,16,29,95,203,18,24,"那須","上田","那須塩原","上田","那須塩原駅上田駅",0,8,118,1160,1,844,7.44074,1,0,0.533404,0,1,31.4
"1678",1678,1678,16,29,95,203,18,24,"那須","上田","羽田","名古屋","羽田駅名古屋駅",0,8,0,NA,NA,NA,363.317947,0,NA,215.251881,0,1,0.001
"1679",1679,1679,16,30,95,211,18,24,"那須","岐阜","那須塩原","岐阜羽島","那須塩原駅岐阜羽島駅",1,1,250,17500,1,580,21.128006,1,0,14.22067,1,0,554.1
"1680",1680,1680,16,30,95,211,18,24,"那須","岐阜","羽田","名古屋","羽田駅名古屋駅",0,1,0,NA,NA,NA,210.872772,0,NA,62.806706,0,0,0.001
"1681",1681,1681,16,31,95,221,18,18,"那須","中部","那須塩原","静岡","那須塩原駅静岡駅",3,4,138,11240,1,804,8.281278,1,0,1.373942,0.75,0.25,338
"1682",1682,1682,16,31,95,221,18,18,"那須","中部","羽田","羽田","羽田駅羽田駅",0,4,0,NA,NA,NA,267.6627613,0,NA,119.5966953,0,0.25,0.001
"1683",1683,1683,16,32,95,222,18,24,"那須","西部","那須塩原","浜松","那須塩原駅浜松駅",4,6,164,13600,1,752,8.682782167,1,0,1.775446167,0.666666666666667,0.333333333333333,414.9
"1684",1684,1684,16,32,95,222,18,24,"那須","西部","羽田","名古屋","羽田駅名古屋駅",0,6,0,NA,NA,NA,220.017163,0,NA,71.951097,0,0.333333333333333,0.001
"1685",1685,1685,16,33,95,223,18,18,"那須","東部","那須塩原","三島","那須塩原駅三島駅",10,14,132,9500,1,816,12.4402705,1,0,5.5329345,0.714285714285714,0.285714285714286,278.5
"1686",1686,1686,16,33,95,223,18,18,"那須","東部","羽田","羽田","羽田駅羽田駅",0,14,0,NA,NA,NA,230.30050633,0,NA,82.23444033,0,0.285714285714286,0.001
"1687",1687,1687,16,34,95,231,18,24,"那須","名古屋","那須塩原","名古屋","那須塩原駅名古屋駅",4,5,169,16840,1,742,9.848196333,1,0,2.940860333,0.8,0.2,523.8
"1688",1688,1688,16,34,95,231,18,24,"那須","名古屋","羽田","名古屋","羽田駅名古屋駅",0,5,0,NA,NA,NA,179.445143,0,NA,31.379077,0,0.2,0.001
"1689",1689,1689,16,35,95,232,18,24,"那須","東三河","那須塩原","豊橋","那須塩原駅豊橋駅",0,0,207,14680,1,666,8.402599667,1,0,1.495263667,NA,NA,451.4
"1690",1690,1690,16,35,95,232,18,24,"那須","東三河","羽田","名古屋","羽田駅名古屋駅",0,0,0,NA,NA,NA,198.58355522,0,NA,50.51748922,NA,NA,NA
"1691",1691,1691,16,36,95,233,18,24,"那須","豊田","那須塩原","三河安城","那須塩原駅三河安城駅",6,7,226,15760,1,628,17.2157,1,0,10.308364,0.857142857142857,0.142857142857143,494.1
"1692",1692,1692,16,36,95,233,18,24,"那須","豊田","羽田","名古屋","羽田駅名古屋駅",0,7,0,NA,NA,NA,182.9994,0,NA,34.933334,0,0.142857142857143,0.001
"1693",1693,1693,16,37,95,252,18,25,"那須","東北部","那須塩原","米原","那須塩原駅米原駅",0,0,269,19220,1,542,12.339694,1,0,5.432358,NA,NA,603.7
"1694",1694,1694,16,37,95,252,18,25,"那須","東北部","羽田","関西国際","羽田駅関西国際駅",0,0,72.6111111085,11550,21900,870,278.268239,0,2.71428571428571,130.202173,NA,NA,NA
"1695",1695,1695,16,38,95,261,18,25,"那須","京都","那須塩原","京都","那須塩原駅京都駅",7,7,205,19660,1,670,9.423467,1,0,2.516131,1,0,671.4
"1696",1696,1696,16,38,95,261,18,25,"那須","京都","羽田","関西国際","羽田駅関西国際駅",0,7,72.6111111085,11550,21900,870,226.508492,0,2.71428571428571,78.442426,0,0,0.001
"1697",1697,1697,16,39,95,271,18,25,"那須","大阪","那須塩原","新大阪","那須塩原駅新大阪駅",5,5,220,20300,1,640,8.012457,1,0,1.105121,1,0,710.4
"1698",1698,1698,16,39,95,271,18,25,"那須","大阪","羽田","関西国際","羽田駅関西国際駅",0,5,72.6111111085,11550,21900,870,183.943555,0,2.71428571428571,35.877489,0,0,0.001
"1699",1699,1699,16,40,95,281,18,25,"那須","神戸","那須塩原","新神戸","那須塩原駅新神戸駅",3,3,233,20960,1,614,8.633743,1,0,1.726407,1,0,747.3
"1700",1700,1700,16,40,95,281,18,25,"那須","神戸","羽田","関西国際","羽田駅関西国際駅",0,3,72.6111111085,11550,21900,870,176.310327,0,2.71428571428571,28.244261,0,0,0.001
"1701",1701,1701,16,41,95,283,18,25,"那須","播磨","那須塩原","姫路","那須塩原駅姫路駅",7,7,250,22240,1,580,8.336583667,1,0,1.429247667,1,0,802.1
"1702",1702,1702,16,41,95,283,18,25,"那須","播磨","羽田","関西国際","羽田駅関西国際駅",0,7,72.6111111085,11550,21900,870,212.84735967,0,2.71428571428571,64.78129367,0,0,0.001
"1703",1703,1703,16,42,95,331,18,30,"那須","県南","那須塩原","岡山","那須塩原駅岡山駅",0,0,265,23320,1,550,8.096706167,1,0,1.189370167,NA,NA,890.7
"1704",1704,1704,16,42,95,331,18,30,"那須","県南","羽田","岡山","羽田駅岡山駅",0,0,80,15050,3285,635,167.75018467,0,2,19.68411867,NA,NA,NA
"1705",1705,1705,16,43,95,341,18,31,"那須","広島","那須塩原","広島","那須塩原駅広島駅",3,3,306,25920,1,468,9.0121595,1,0,2.1048235,1,0,1052
"1706",1706,1706,16,43,95,341,18,31,"那須","広島","羽田","広島","羽田駅広島駅",0,3,87.5,15400,5840,735,193.18958217,0,3,45.12351617,0,0,0.001
"1707",1707,1707,16,44,95,342,18,31,"那須","備後","那須塩原","福山","那須塩原駅福山駅",0,0,283,23980,1,514,7.474601167,1,0,0.567265167,NA,NA,949
"1708",1708,1708,16,44,95,342,18,31,"那須","備後","羽田","広島","羽田駅広島駅",0,0,87.5,15400,5840,735,191.0665055,0,3,43.0004395,NA,NA,NA
"1709",1709,1709,16,45,95,351,18,32,"那須","山口","那須塩原","新山口","那須塩原駅新山口駅",0,0,334,27640,1,412,17.80293274,1,0,10.89559674,NA,NA,1184.8
"1710",1710,1710,16,45,95,351,18,32,"那須","山口","羽田","山口宇部","羽田駅山口宇部駅",0,0,100,17300,2920,655,182.67777948,0,2,34.61171348,NA,NA,NA
"1711",1711,1711,16,46,95,352,18,32,"那須","下関","那須塩原","新下関","那須塩原駅新下関駅",0,0,477,28940,1,126,12.381042,1,0,5.473706,NA,NA,1246.5
"1712",1712,1712,16,46,95,352,18,32,"那須","下関","羽田","山口宇部","羽田駅山口宇部駅",0,0,100,17300,2920,655,179.239291,0,2,31.173225,NA,NA,NA
"1713",1713,1713,16,47,95,353,18,32,"那須","宇部","那須塩原","厚狭","那須塩原駅厚狭駅",0,0,466,28300,1,148,20.489733,1,0,13.582397,NA,NA,1219.9
"1714",1714,1714,16,47,95,353,18,32,"那須","宇部","羽田","山口宇部","羽田駅山口宇部駅",0,0,100,17300,2920,655,151.676959,0,2,3.610893,NA,NA,NA
"1715",1715,1715,16,48,95,354,18,32,"那須","岩国","那須塩原","新岩国","那須塩原駅新岩国駅",1,1,416,26360,1,248,13.391997,1,0,6.484661,1,0,1093.4
"1716",1716,1716,16,48,95,354,18,32,"那須","岩国","羽田","山口宇部","羽田駅山口宇部駅",0,1,100,17300,2920,655,239.011475,0,2,90.945409,0,0,0.001
"1717",1717,1717,16,49,95,355,18,32,"那須","徳山","那須塩原","徳山","那須塩原駅徳山駅",4,4,331,27000,1,418,14.19796,1,0,7.290624,1,0,1140.5
"1718",1718,1718,16,49,95,355,18,32,"那須","徳山","羽田","山口宇部","羽田駅山口宇部駅",0,4,100,17300,2920,655,203.718369,0,2,55.652303,0,0,0.001
"1719",1719,1719,16,50,95,401,18,37,"那須","福岡","那須塩原","博多","那須塩原駅博多駅",4,5,370,30020,1,340,8.660995,1,0,1.753659,0.8,0,1332.7
"1720",1720,1720,16,50,95,401,18,37,"那須","福岡","羽田","福岡","羽田駅福岡駅",1,5,107.826086956522,16697.1014492754,25185,805,152.097764,0,2.33333333333333,4.031698,0.2,0,0.2
"1721",1721,1721,16,51,95,402,18,37,"那須","北九州","那須塩原","小倉","那須塩原駅小倉駅",1,2,353,28940,1,374,7.651809333,1,0,0.744473333,0.5,0,1265.5
"1722",1722,1722,16,51,95,402,18,37,"那須","北九州","羽田","福岡","羽田駅福岡駅",1,2,107.826086956522,16697.1014492754,25185,805,193.195442,0,2.33333333333333,45.129376,0.5,0,0.5
