i,j,駅i,駅j,distance,cost
25,16,新尾道,京都,297.7,5080
25,17,新尾道,新大阪,258.7,4430
25,18,新尾道,新神戸,221.8,4000
25,19,新尾道,西明石,199,3350
25,20,新尾道,姫路,167,3020
25,21,新尾道,相生,146.3,2590
25,22,新尾道,岡山,78.4,1320
25,23,新尾道,新倉敷,53.2,970
25,24,新尾道,福山,20.1,410
25,25,新尾道,新尾道,0,#N/A
25,26,新尾道,三原,11.5,240
25,27,新尾道,東広島,51.1,970
25,28,新尾道,広島,82.9,1490
25,29,新尾道,新岩国,124.3,2270
25,30,新尾道,徳山,171.4,3020
25,31,新尾道,新山口,215.7,3670
25,32,新尾道,厚狭,250.8,4430
25,33,新尾道,新下関,277.4,4750
25,34,新尾道,小倉,296.4,5080
25,35,新尾道,博多,363.6,6260
25,36,新尾道,新鳥栖,392.2,6480
25,37,新尾道,久留米,399.3,6480
25,38,新尾道,筑後船小屋,415.1,6800
25,39,新尾道,新大牟田,432.9,7020
25,40,新尾道,新玉名,454,7340
25,41,新尾道,熊本,482,7880
25,42,新尾道,新八代,514.9,8210
25,43,新尾道,新水俣,557.7,8750
25,44,新尾道,出水,573.7,8960
25,45,新尾道,川内,606.4,9610
25,46,新尾道,鹿児島中央,652.5,9830
25,47,新尾道,上野,814.9,11120
25,48,新尾道,大宮,841.6,11340
25,49,新尾道,小山,891.9,11660
25,50,新尾道,宇都宮,920.8,11990
25,51,新尾道,那須塩原,969.1,12310
25,52,新尾道,新白河,996.7,12310
25,53,新尾道,郡山,1038,12640
25,54,新尾道,福島,1084.1,13180
25,55,新尾道,白石蔵王,1118.1,13180
25,56,新尾道,仙台,1163.1,13820
25,57,新尾道,古川,1206.3,14150
25,58,新尾道,くりこま高原,1227.5,14150
25,59,新尾道,一ノ関,1256.4,14470
25,60,新尾道,水沢江刺,1281.4,14800
25,61,新尾道,北上,1298.8,14800
25,62,新尾道,新花巻,1311.3,14800
25,63,新尾道,盛岡,1346.6,15010
25,64,新尾道,いわて沼宮内,1377.7,15340
25,65,新尾道,二戸,1412.3,15660
25,66,新尾道,八戸,1443.2,15980
25,67,新尾道,七戸十和田,1479.3,15980
25,68,新尾道,新青森,1525,16520
25,69,新尾道,熊谷,876,11340
25,70,新尾道,本庄早稲田,897.3,11660
25,71,新尾道,高崎,916.3,11660
25,72,新尾道,上毛高原,962.9,12310
25,73,新尾道,越後湯沢,1010.5,12640
25,74,新尾道,浦佐,1040.2,12960
25,75,新尾道,長岡,1081.9,13180
25,76,新尾道,燕三条,1105.1,13180
25,77,新尾道,新潟,1145.2,13500
25,78,新尾道,安中榛名,934.8,11990
25,79,新尾道,軽井沢,958.1,11990
25,80,新尾道,佐久平,975.7,12310
25,81,新尾道,上田,1000.5,12640
25,82,新尾道,長野,1033.7,12640
25,83,新尾道,飯山,1063.6,12960
25,84,新尾道,上越妙高,1093.2,13180
25,85,新尾道,糸魚川,1130.2,13500
25,86,新尾道,黒部宇奈月温泉,1169.4,13820
25,87,新尾道,富山,1203.2,14150
25,88,新尾道,新高岡,1222.1,14150
25,89,新尾道,金沢,1261.8,14470
25,90,新尾道,米沢,1124.2,13500
25,91,新尾道,高畠,1134,13500
25,92,新尾道,赤湯,1140.2,13500
25,93,新尾道,かみのやま温泉,1159.1,13500
25,94,新尾道,山形,1171.2,13820
25,95,新尾道,天童,1184.5,13820
25,96,新尾道,さくらんぼ東根,1192.2,13820
25,97,新尾道,村山,1197.6,13820
25,98,新尾道,大石田,1211,14150
25,99,新尾道,新庄,1232.7,14150
25,100,新尾道,雫石,1362.6,15340
25,101,新尾道,田沢湖,1386.7,15340
25,102,新尾道,角館,1405.4,15660
25,103,新尾道,大曲,1422.2,15660
25,104,新尾道,秋田,1473.9,15980
26,1,三原,東京,822.8,11120
26,2,三原,品川,816,11120
26,3,三原,新横浜,794,10800
26,4,三原,小田原,738.9,10480
26,5,三原,熱海,718.2,10150
26,6,三原,三島,702.1,10150
26,7,三原,新富士,676.6,9830
26,8,三原,静岡,642.6,9830
26,9,三原,掛川,593.5,9290
26,10,三原,浜松,565.7,8960
26,11,三原,豊橋,529.2,8420
26,12,三原,三河安城,486.5,7880
26,13,三原,名古屋,456.8,7340
26,14,三原,岐阜羽島,426.5,7020
26,15,三原,米原,376.9,6260
26,16,三原,京都,309.2,5400
26,17,三原,新大阪,270.2,4750
26,18,三原,新神戸,233.3,4000
26,19,三原,西明石,210.5,3670
26,20,三原,姫路,178.5,3020
26,21,三原,相生,157.8,2590
26,22,三原,岡山,89.9,1490
26,23,三原,新倉敷,64.7,1140
26,24,三原,福山,31.6,580
26,25,三原,新尾道,11.5,240
26,26,三原,三原,0,#N/A
26,27,三原,東広島,39.6,670
26,28,三原,広島,71.4,1320
26,29,三原,新岩国,112.8,1940
26,30,三原,徳山,159.9,2590
26,31,三原,新山口,204.2,3670
26,32,三原,厚狭,239.3,4000
26,33,三原,新下関,265.9,4750
26,34,三原,小倉,284.9,5080
26,35,三原,博多,352.1,5940
26,36,三原,新鳥栖,380.7,6480
26,37,三原,久留米,387.8,6480
26,38,三原,筑後船小屋,403.6,6800
26,39,三原,新大牟田,421.4,7020
26,40,三原,新玉名,442.5,7340
26,41,三原,熊本,470.5,7560
26,42,三原,新八代,503.4,8210
26,43,三原,新水俣,546.2,8750
26,44,三原,出水,562.2,8960
26,45,三原,川内,594.9,9290
26,46,三原,鹿児島中央,641,9830
26,47,三原,上野,826.4,11120
26,48,三原,大宮,853.1,11340
26,49,三原,小山,903.4,11660
26,50,三原,宇都宮,932.3,11990
26,51,三原,那須塩原,980.6,12310
26,52,三原,新白河,1008.2,12640
26,53,三原,郡山,1049.5,12960
26,54,三原,福島,1095.6,13180
26,55,三原,白石蔵王,1129.6,13500
26,56,三原,仙台,1174.6,13820
26,57,三原,古川,1217.8,14150
26,58,三原,くりこま高原,1239,14150
26,59,三原,一ノ関,1267.9,14470
26,60,三原,水沢江刺,1292.9,14800
26,61,三原,北上,1310.3,14800
26,62,三原,新花巻,1322.8,15010
26,63,三原,盛岡,1358.1,15010
26,64,三原,いわて沼宮内,1389.2,15340
26,65,三原,二戸,1423.8,15660
26,66,三原,八戸,1454.7,15980
26,67,三原,七戸十和田,1490.8,16310
26,68,三原,新青森,1536.5,16520
26,69,三原,熊谷,887.5,11660
26,70,三原,本庄早稲田,908.8,11660
26,71,三原,高崎,927.8,11990
26,72,三原,上毛高原,974.4,12310
26,73,三原,越後湯沢,1022,12640
26,74,三原,浦佐,1051.7,12960
26,75,三原,長岡,1093.4,13180
26,76,三原,燕三条,1116.6,13180
26,77,三原,新潟,1156.7,13500
26,78,三原,安中榛名,946.3,11990
26,79,三原,軽井沢,969.6,12310
26,80,三原,佐久平,987.2,12310
26,81,三原,上田,1012,12640
26,82,三原,長野,1045.2,12960
26,83,三原,飯山,1075.1,12960
26,84,三原,上越妙高,1104.7,13180
26,85,三原,糸魚川,1141.7,13500
26,86,三原,黒部宇奈月温泉,1180.9,13820
26,87,三原,富山,1214.7,14150
26,88,三原,新高岡,1233.6,14150
26,89,三原,金沢,1273.3,14470
26,90,三原,米沢,1135.7,13500
26,91,三原,高畠,1145.5,13500
26,92,三原,赤湯,1151.7,13500
26,93,三原,かみのやま温泉,1170.6,13820
26,94,三原,山形,1182.7,13820
26,95,三原,天童,1196,13820
26,96,三原,さくらんぼ東根,1203.7,14150
26,97,三原,村山,1209.1,14150
26,98,三原,大石田,1222.5,14150
26,99,三原,新庄,1244.2,14470
26,100,三原,雫石,1374.1,15340
26,101,三原,田沢湖,1398.2,15340
26,102,三原,角館,1416.9,15660
26,103,三原,大曲,1433.7,15660
26,104,三原,秋田,1485.4,16310
27,1,東広島,東京,862.4,11340
27,2,東広島,品川,855.6,11340
27,3,東広島,新横浜,833.6,11120
27,4,東広島,小田原,778.5,10800
27,5,東広島,熱海,757.8,10480
27,6,東広島,三島,741.7,10480
27,7,東広島,新富士,716.2,10150
27,8,東広島,静岡,682.2,10150
27,9,東広島,掛川,633.1,9610
27,10,東広島,浜松,605.3,9610
27,11,東広島,豊橋,568.8,8960
27,12,東広島,三河安城,526.1,8420
27,13,東広島,名古屋,496.4,7880
27,14,東広島,岐阜羽島,466.1,7560
27,15,東広島,米原,416.5,6800
27,16,東広島,京都,348.8,5940
27,17,東広島,新大阪,309.8,5400
27,18,東広島,新神戸,272.9,4750
27,19,東広島,西明石,250.1,4430
27,20,東広島,姫路,218.1,3670
27,21,東広島,相生,197.4,3350
27,22,東広島,岡山,129.5,2270
27,23,東広島,新倉敷,104.3,1940
27,24,東広島,福山,71.2,1320
27,25,東広島,新尾道,51.1,970
27,26,東広島,三原,39.6,670
27,27,東広島,東広島,0,#N/A
27,28,東広島,広島,31.8,580
27,29,東広島,新岩国,73.2,1320
27,30,東広島,徳山,120.3,2270
27,31,東広島,新山口,164.6,3020
27,32,東広島,厚狭,199.7,3350
27,33,東広島,新下関,226.3,4000
27,34,東広島,小倉,245.3,4430
27,35,東広島,博多,312.5,5400
27,36,東広島,新鳥栖,341.1,5940
27,37,東広島,久留米,348.2,5940
27,38,東広島,筑後船小屋,364,6260
27,39,東広島,新大牟田,381.8,6480
27,40,東広島,新玉名,402.9,6800
27,41,東広島,熊本,430.9,7020
27,42,東広島,新八代,463.8,7560
27,43,東広島,新水俣,506.6,8210
27,44,東広島,出水,522.6,8420
27,45,東広島,川内,555.3,8750
27,46,東広島,鹿児島中央,601.4,9610
27,47,東広島,上野,866,11340
27,48,東広島,大宮,892.7,11660
27,49,東広島,小山,943,11990
27,50,東広島,宇都宮,971.9,12310
27,51,東広島,那須塩原,1020.2,12640
27,52,東広島,新白河,1047.8,12960
27,53,東広島,郡山,1089.1,13180
27,54,東広島,福島,1135.2,13500
27,55,東広島,白石蔵王,1169.2,13820
27,56,東広島,仙台,1214.2,14150
27,57,東広島,古川,1257.4,14470
27,58,東広島,くりこま高原,1278.6,14470
27,59,東広島,一ノ関,1307.5,14800
27,60,東広島,水沢江刺,1332.5,15010
27,61,東広島,北上,1349.9,15010
27,62,東広島,新花巻,1362.4,15340
27,63,東広島,盛岡,1397.7,15340
27,64,東広島,いわて沼宮内,1428.8,15660
27,65,東広島,二戸,1463.4,15980
27,66,東広島,八戸,1494.3,16310
27,67,東広島,七戸十和田,1530.4,16520
27,68,東広島,新青森,1576.1,16850
27,69,東広島,熊谷,927.1,11990
27,70,東広島,本庄早稲田,948.4,11990
27,71,東広島,高崎,967.4,12310
27,72,東広島,上毛高原,1014,12640
27,73,東広島,越後湯沢,1061.6,12960
27,74,東広島,浦佐,1091.3,13180
27,75,東広島,長岡,1133,13500
27,76,東広島,燕三条,1156.2,13500
27,77,東広島,新潟,1196.3,13820
27,78,東広島,安中榛名,985.9,12310
27,79,東広島,軽井沢,1009.2,12640
27,80,東広島,佐久平,1026.8,12640
27,81,東広島,上田,1051.6,12960
27,82,東広島,長野,1084.8,13180
27,83,東広島,飯山,1114.7,13180
27,84,東広島,上越妙高,1144.3,13500
27,85,東広島,糸魚川,1181.3,13820
27,86,東広島,黒部宇奈月温泉,1220.5,14150
27,87,東広島,富山,1254.3,14470
27,88,東広島,新高岡,1273.2,14470
27,89,東広島,金沢,1312.9,14800
27,90,東広島,米沢,1175.3,13820
27,91,東広島,高畠,1185.1,13820
27,92,東広島,赤湯,1191.3,13820
27,93,東広島,かみのやま温泉,1210.2,14150
27,94,東広島,山形,1222.3,14150
27,95,東広島,天童,1235.6,14150
27,96,東広島,さくらんぼ東根,1243.3,14470
27,97,東広島,村山,1248.7,14470
27,98,東広島,大石田,1262.1,14470
27,99,東広島,新庄,1283.8,14800
27,100,東広島,雫石,1413.7,15660
27,101,東広島,田沢湖,1437.8,15660
27,102,東広島,角館,1456.5,15980
27,103,東広島,大曲,1473.3,15980
27,104,東広島,秋田,1525,16520
28,1,広島,東京,894.2,11660
28,2,広島,品川,887.4,11660
28,3,広島,新横浜,865.4,11340
28,4,広島,小田原,810.3,11120
28,5,広島,熱海,789.6,10800
28,6,広島,三島,773.5,10800
28,7,広島,新富士,748,10480
28,8,広島,静岡,714,10150
28,9,広島,掛川,664.9,9830
28,10,広島,浜松,637.1,9610
28,11,広島,豊橋,600.6,9610
28,12,広島,三河安城,557.9,8750
28,13,広島,名古屋,528.2,8420
28,14,広島,岐阜羽島,497.9,7880
28,15,広島,米原,448.3,7340
28,16,広島,京都,380.6,6480
28,17,広島,新大阪,341.6,5940
28,18,広島,新神戸,304.7,5400
28,19,広島,西明石,281.9,5080
28,20,広島,姫路,249.9,4430
28,21,広島,相生,229.2,4000
28,22,広島,岡山,161.3,3020
28,23,広島,新倉敷,136.1,2270
28,24,広島,福山,103,1940
28,25,広島,新尾道,82.9,1490
28,26,広島,三原,71.4,1320
28,27,広島,東広島,31.8,580
28,28,広島,広島,0,#N/A
28,29,広島,新岩国,41.4,760
28,30,広島,徳山,88.5,1490
28,31,広島,新山口,132.8,2270
28,32,広島,厚狭,167.9,3020
28,33,広島,新下関,194.5,3350
28,34,広島,小倉,213.5,3670
28,35,広島,博多,280.7,5080
28,36,広島,新鳥栖,309.3,5400
28,37,広島,久留米,316.4,5400
28,38,広島,筑後船小屋,332.2,5620
28,39,広島,新大牟田,350,5940
28,40,広島,新玉名,371.1,6260
28,41,広島,熊本,399.1,6480
28,42,広島,新八代,432,7020
28,43,広島,新水俣,474.8,7560
28,44,広島,出水,490.8,7880
28,45,広島,川内,523.5,8420
28,46,広島,鹿児島中央,569.6,8960
28,47,広島,上野,897.8,11660
28,48,広島,大宮,924.5,11990
28,49,広島,小山,974.8,12310
28,50,広島,宇都宮,1003.7,12640
28,51,広島,那須塩原,1052,12960
28,52,広島,新白河,1079.6,12960
28,53,広島,郡山,1120.9,13500
28,54,広島,福島,1167,13820
28,55,広島,白石蔵王,1201,14150
28,56,広島,仙台,1246,14470
28,57,広島,古川,1289.2,14800
28,58,広島,くりこま高原,1310.4,14800
28,59,広島,一ノ関,1339.3,15010
28,60,広島,水沢江刺,1364.3,15340
28,61,広島,北上,1381.7,15340
28,62,広島,新花巻,1394.2,15340
28,63,広島,盛岡,1429.5,15660
28,64,広島,いわて沼宮内,1460.6,15980
28,65,広島,二戸,1495.2,16310
28,66,広島,八戸,1526.1,16520
28,67,広島,七戸十和田,1562.2,16850
28,68,広島,新青森,1607.9,17170
28,69,広島,熊谷,958.9,11990
28,70,広島,本庄早稲田,980.2,12310
28,71,広島,高崎,999.2,12310
28,72,広島,上毛高原,1045.8,12960
28,73,広島,越後湯沢,1093.4,13180
28,74,広島,浦佐,1123.1,13500
28,75,広島,長岡,1164.8,13820
28,76,広島,燕三条,1188,13820
28,77,広島,新潟,1228.1,14150
28,78,広島,安中榛名,1017.7,12640
28,79,広島,軽井沢,1041,12960
28,80,広島,佐久平,1058.6,12960
28,81,広島,上田,1083.4,13180
28,82,広島,長野,1116.6,13180
28,83,広島,飯山,1146.5,13500
28,84,広島,上越妙高,1176.1,13820
28,85,広島,糸魚川,1213.1,14150
28,86,広島,黒部宇奈月温泉,1252.3,14470
28,87,広島,富山,1286.1,14800
28,88,広島,新高岡,1305,14800
28,89,広島,金沢,1344.7,15010
28,90,広島,米沢,1207.1,14150
28,91,広島,高畠,1216.9,14150
28,92,広島,赤湯,1223.1,14150
28,93,広島,かみのやま温泉,1242,14470
28,94,広島,山形,1254.1,14470
28,95,広島,天童,1267.4,14470
28,96,広島,さくらんぼ東根,1275.1,14470
28,97,広島,村山,1280.5,14800
28,98,広島,大石田,1293.9,14800
28,99,広島,新庄,1315.6,14800
28,100,広島,雫石,1445.5,15980
28,101,広島,田沢湖,1469.6,15980
28,102,広島,角館,1488.3,16310
28,103,広島,大曲,1505.1,16310
28,104,広島,秋田,1556.8,16520
29,1,新岩国,東京,935.6,11990
29,2,新岩国,品川,928.8,11990
29,3,新岩国,新横浜,906.8,11660
29,4,新岩国,小田原,851.7,11340
29,5,新岩国,熱海,831,11120
29,6,新岩国,三島,814.9,11120
29,7,新岩国,新富士,789.4,10800
29,8,新岩国,静岡,755.4,10480
29,9,新岩国,掛川,706.3,10150
29,10,新岩国,浜松,678.5,9830
29,11,新岩国,豊橋,642,9830
29,12,新岩国,三河安城,599.3,9290
29,13,新岩国,名古屋,569.6,8960
29,14,新岩国,岐阜羽島,539.3,8420
29,15,新岩国,米原,489.7,7880
29,16,新岩国,京都,422,7020
29,17,新岩国,新大阪,383,6480
29,18,新岩国,新神戸,346.1,5940
29,19,新岩国,西明石,323.3,5620
29,20,新岩国,姫路,291.3,5080
29,21,新岩国,相生,270.6,4750
29,22,新岩国,岡山,202.7,3670
29,23,新岩国,新倉敷,177.5,3020
29,24,新岩国,福山,144.4,2590
29,25,新岩国,新尾道,124.3,2270
29,26,新岩国,三原,112.8,1940
29,27,新岩国,東広島,73.2,1320
29,28,新岩国,広島,41.4,760
29,29,新岩国,新岩国,0,#N/A
29,30,新岩国,徳山,47.1,840
29,31,新岩国,新山口,91.4,1660
29,32,新岩国,厚狭,126.5,2270
29,33,新岩国,新下関,153.1,2590
29,34,新岩国,小倉,172.1,3020
29,35,新岩国,博多,239.3,4000
29,36,新岩国,新鳥栖,267.9,4750
29,37,新岩国,久留米,275,4750
29,38,新岩国,筑後船小屋,290.8,5080
29,39,新岩国,新大牟田,308.6,5400
29,40,新岩国,新玉名,329.7,5620
29,41,新岩国,熊本,357.7,5940
29,42,新岩国,新八代,390.6,6480
29,43,新岩国,新水俣,433.4,7020
29,44,新岩国,出水,449.4,7340
29,45,新岩国,川内,482.1,7880
29,46,新岩国,鹿児島中央,528.2,8420
29,47,新岩国,上野,939.2,11990
29,48,新岩国,大宮,965.9,12310
29,49,新岩国,小山,1016.2,12640
29,50,新岩国,宇都宮,1045.1,12960
29,51,新岩国,那須塩原,1093.4,13180
29,52,新岩国,新白河,1121,13500
29,53,新岩国,郡山,1162.3,13820
29,54,新岩国,福島,1208.4,14150
29,55,新岩国,白石蔵王,1242.4,14470
29,56,新岩国,仙台,1287.4,14800
29,57,新岩国,古川,1330.6,15010
29,58,新岩国,くりこま高原,1351.8,15010
29,59,新岩国,一ノ関,1380.7,15340
29,60,新岩国,水沢江刺,1405.7,15660
29,61,新岩国,北上,1423.1,15660
29,62,新岩国,新花巻,1435.6,15660
29,63,新岩国,盛岡,1470.9,15980
29,64,新岩国,いわて沼宮内,1502,16310
29,65,新岩国,二戸,1536.6,16520
29,66,新岩国,八戸,1567.5,16850
29,67,新岩国,七戸十和田,1603.6,17170
29,68,新岩国,新青森,1649.3,17500
29,69,新岩国,熊谷,1000.3,12640
29,70,新岩国,本庄早稲田,1021.6,12640
29,71,新岩国,高崎,1040.6,12960
29,72,新岩国,上毛高原,1087.2,13180
29,73,新岩国,越後湯沢,1134.8,13500
29,74,新岩国,浦佐,1164.5,13820
29,75,新岩国,長岡,1206.2,14150
29,76,新岩国,燕三条,1229.4,14150
29,77,新岩国,新潟,1269.5,14470
29,78,新岩国,安中榛名,1059.1,12960
29,79,新岩国,軽井沢,1082.4,13180
29,80,新岩国,佐久平,1100,13180
29,81,新岩国,上田,1124.8,13500
29,82,新岩国,長野,1158,13500
29,83,新岩国,飯山,1187.9,13820
29,84,新岩国,上越妙高,1217.5,14150
29,85,新岩国,糸魚川,1254.5,14470
29,86,新岩国,黒部宇奈月温泉,1293.7,14800
29,87,新岩国,富山,1327.5,15010
29,88,新岩国,新高岡,1346.4,15010
29,89,新岩国,金沢,1386.1,15340
29,90,新岩国,米沢,1248.5,14470
29,91,新岩国,高畠,1258.3,14470
29,92,新岩国,赤湯,1264.5,14470
29,93,新岩国,かみのやま温泉,1283.4,14800
29,94,新岩国,山形,1295.5,14800
29,95,新岩国,天童,1308.8,14800
29,96,新岩国,さくらんぼ東根,1316.5,14800
29,97,新岩国,村山,1321.9,15010
29,98,新岩国,大石田,1335.3,15010
29,99,新岩国,新庄,1357,15010
29,100,新岩国,雫石,1486.9,16310
29,101,新岩国,田沢湖,1511,16310
29,102,新岩国,角館,1529.7,16520
29,103,新岩国,大曲,1546.5,16520
29,104,新岩国,秋田,1598.2,16850
30,1,徳山,東京,982.7,12310
30,2,徳山,品川,975.9,12310
30,3,徳山,新横浜,953.9,11990
30,4,徳山,小田原,898.8,11660
30,5,徳山,熱海,878.1,11340
30,6,徳山,三島,862,11340
30,7,徳山,新富士,836.5,11120
30,8,徳山,静岡,802.5,11120
30,9,徳山,掛川,753.4,10480
30,10,徳山,浜松,725.6,10480
30,11,徳山,豊橋,689.1,10150
30,12,徳山,三河安城,646.4,9830
30,13,徳山,名古屋,616.7,9610
30,14,徳山,岐阜羽島,586.4,9290
30,15,徳山,米原,536.8,8420
30,16,徳山,京都,469.1,7560
30,17,徳山,新大阪,430.1,7020
30,18,徳山,新神戸,393.2,6480
30,19,徳山,西明石,370.4,6260
30,20,徳山,姫路,338.4,5620
30,21,徳山,相生,317.7,5400
30,22,徳山,岡山,249.8,4430
30,23,徳山,新倉敷,224.6,4000
30,24,徳山,福山,191.5,3350
30,25,徳山,新尾道,171.4,3020
